状态	项目名称	项目地址	总套数	总面积	所在区域	地图
在售	俊灿星城泾悦雅苑	徐泰路180弄、199弄、育才路69弄	1712	145238.83	青浦区
在售	万科天空融苑	诸陆西路1088弄	4572	394312.25	青浦区
在售	绿中海明苑	明珠路555弄、诸陆西路2265弄	2369	186017.84	青浦区
在售	俊灿星城星尚庭	徐安路28弄	1104	99506.61	青浦区
在售	辉虹名筑	东徐联路666弄	850	75828.58	青浦区
在售	蟠龙珑苑	蟠龙路1366弄	1831	124298.19	青浦区
在售	正荣景苑	徐和路158弄等	1710	128995.71	青浦区
在售	徐泾北城招商璟庭	泾茉路118弄	1795	111843.04	青浦区
在售	万科天空荟苑	尚涵路99弄	1578	97875.49	青浦区
在售	西郊水岸馨苑	叶联路666弄	2671	203544.43	青浦区
